success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,cue,associate,cue_duration,associate_duration,initial_jitter,cue_asso_jitter,key,animacy,style,instruction,instruction_text,prompt,instruction_duration,accurate,question_order,numbers,trial_accuracies,mean_accuracy,exp,subjectId,date
,encoding-trial,79,4281908,0.0-76.0,,,,,,,,agitate,/static/object_pics/drawing_mammal/lion.jpg,2000.0,7000.0,803.1160580079666,1096.6559441264963,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,80,4293820,0.0-77.0,,,,,,,,walk,/static/object_pics/picture_clothe/high heels.jpg,2000.0,7000.0,1459.131613691616,1436.4258658869903,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,81,4304651,0.0-78.0,,,,,,,,split,/static/object_pics/drawing_fruit/cherry.jpg,2000.0,7000.0,680.9672361194858,1128.0202126068511,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,82,4315308,0.0-79.0,,,,,,,,volley,/static/object_pics/picture_electronic/microphone.jpg,2000.0,7000.0,605.8519583010229,1040.0798551818466,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,83,4325971,0.0-80.0,,,,,,,,drill,/static/object_pics/drawing_mammal/bear.jpg,2000.0,7000.0,613.9596162675847,1029.336937201513,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,84,4337715,0.0-81.0,,,,,,,,attach,/static/object_pics/drawing_veggie/garlic.jpg,2000.0,7000.0,1385.8087647346356,1327.2328756148136,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,85,4348436,0.0-82.0,,,,,,,,push,/static/object_pics/drawing_veggie/cucumber.jpg,2000.0,7000.0,971.6929540756103,732.443399968208,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,86,4359109,0.0-83.0,,,,,,,,detect,/static/object_pics/drawing_clothe/football sneaker.jpg,2000.0,7000.0,696.8920757755297,959.7920758279183,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,html-keyboard-response,87,4384136,0.0-84.0,,,,,25026.0,"
    <p>Now, you will a series of numbers. <br>
    If the number is even, press the left arrow key. <br>
    If the number is odd, press the right arrow key.<br>
    <br>
    When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,number-parity-trial,88,4404139,0.0-85.0,,,,,,,"['arrowright', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright']",,,,,,,,,,,,,,,,"[3, 8, 23, 89, 14, 44, 48, 77, 23, 17, 2, 20, 36, 42, 78, 9, 52, 11, 36, 46, 25, 78, 92, 90, 27, 81, 8]","[True, True, True, True, True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True]",0.9230769230769231,MEM,MEM_0045,2022-12-08 19:27:12
,html-keyboard-response,89,4406007,0.0-86.0,,,,,1867.0,"<p>In that last set of trials, you were correct 92% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,html-keyboard-response,90,4407960,0.0-87.0,,,,,1951.0,"
    <br>
    As you practiced earlier, you will now see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,91,4412736,0.0-88.0,,,,,707.0,,,walk,/static/object_pics/picture_clothe/high heels.jpg,10000.0,,,,arrowleft,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,92,4418351,0.0-89.0,,,,,1960.0,,,volley,/static/object_pics/picture_electronic/microphone.jpg,10000.0,,,,arrowright,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,93,4427271,0.0-90.0,,,,,5187.0,,,drill,/static/object_pics/drawing_mammal/bear.jpg,10000.0,,,,arrowleft,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,94,4431599,0.0-91.0,,,,,676.0,,,agitate,/static/object_pics/drawing_mammal/lion.jpg,10000.0,,,,arrowright,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,95,4436895,0.0-92.0,,,,,1419.0,,,split,/static/object_pics/drawing_fruit/cherry.jpg,10000.0,,,,arrowright,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,96,4445862,0.0-93.0,,,,,4835.0,,,attach,/static/object_pics/drawing_veggie/garlic.jpg,10000.0,,,,arrowleft,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,97,4450854,0.0-94.0,,,,,1164.0,,,push,/static/object_pics/drawing_veggie/cucumber.jpg,10000.0,,,,arrowleft,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,98,4455974,0.0-95.0,,,,,946.0,,,detect,/static/object_pics/drawing_clothe/football sneaker.jpg,10000.0,,,,arrowleft,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,99,4462414,0.0-96.0,,,,,2210.0,,,agitate,/static/object_pics/drawing_mammal/lion.jpg,10000.0,,,,arrowright,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,100,4468550,0.0-97.0,,,,,1715.0,,,push,/static/object_pics/drawing_veggie/cucumber.jpg,10000.0,,,,arrowleft,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,101,4476199,0.0-98.0,,,,,3649.0,,,volley,/static/object_pics/picture_electronic/microphone.jpg,10000.0,,,,arrowleft,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,102,4481014,0.0-99.0,,,,,866.0,,,split,/static/object_pics/drawing_fruit/cherry.jpg,10000.0,,,,arrowleft,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,103,4485022,0.0-100.0,,,,,482.0,,,attach,/static/object_pics/drawing_veggie/garlic.jpg,10000.0,,,,arrowleft,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,104,4494942,0.0-101.0,,,,,5538.0,,,drill,/static/object_pics/drawing_mammal/bear.jpg,10000.0,,,,arrowleft,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,105,4508643,0.0-102.0,,,,,,,,walk,/static/object_pics/picture_clothe/high heels.jpg,10000.0,,,,,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,106,4513222,0.0-103.0,,,,,456.0,,,detect,/static/object_pics/drawing_clothe/football sneaker.jpg,10000.0,,,,arrowright,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,html-keyboard-response,107,4711324,0.0-104.0,,,,,198101.0,"<p>In that last set of trials, you were correct 38% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,html-keyboard-response,108,4712139,0.0-105.0,,,,,813.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,109,4723365,0.0-106.0,,,,,,,,revolve,/static/object_pics/drawing_insect/bumble bee.jpg,2000.0,7000.0,1091.5967393147175,1115.244575742733,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,110,4734564,0.0-107.0,,,,,,,,squeeze,/static/object_pics/drawing_fruit/pomegranate.jpg,2000.0,7000.0,1195.6975129059465,989.3172173076655,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,111,4745777,0.0-108.0,,,,,,,,assemble,/static/object_pics/picture_sea/crab.jpg,2000.0,7000.0,835.2361445007639,1354.2419607954355,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,112,4756706,0.0-109.0,,,,,,,,spread,/static/object_pics/drawing_sea/killer whale.jpg,2000.0,7000.0,644.6325380738076,1262.4720617170274,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,113,4767540,0.0-110.0,,,,,,,,swing,/static/object_pics/picture_electronic/phone.jpg,2000.0,7000.0,842.5604931644939,962.2089726914036,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,114,4778412,0.0-111.0,,,,,,,,identify,/static/object_pics/drawing_fruit/strawberry.jpg,2000.0,7000.0,1234.4623347252184,612.640123122136,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,115,4790067,0.0-112.0,,,,,,,,pick,/static/object_pics/drawing_bird/pigeon.jpg,2000.0,7000.0,1293.5346867689373,1324.141981564926,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,116,4800228,0.0-113.0,,,,,,,,fade,/static/object_pics/drawing_sea/shrimp.jpg,2000.0,7000.0,524.3305116407855,620.4917618435293,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,html-keyboard-response,117,4801868,0.0-114.0,,,,,1639.0,"
    <p>Now, you will a series of numbers. <br>
    If the number is even, press the left arrow key. <br>
    If the number is odd, press the right arrow key.<br>
    <br>
    When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,number-parity-trial,118,4821875,0.0-115.0,,,,,,,"['arrowright', 'arrowleft', 'arrowright', 'arrowright', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowright', 'arrowright', 'arrowleft', 'arrowright']",,,,,,,,,,,,,,,,"[91, 32, 77, 73, 79, 34, 10, 59, 94, 32, 12, 80, 2, 37, 2, 8, 31, 96, 66, 8, 2, 15, 5, 66, 84, 43, 49, 5, 23, 4, 13, 44]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",1.0,MEM,MEM_0045,2022-12-08 19:27:12
,html-keyboard-response,119,4823323,0.0-116.0,,,,,1445.0,"<p>In that last set of trials, you were correct 100% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,html-keyboard-response,120,4824186,0.0-117.0,,,,,861.0,"
    <br>
    As you practiced earlier, you will now see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,121,4829554,0.0-118.0,,,,,1335.0,,,swing,/static/object_pics/picture_electronic/phone.jpg,10000.0,,,,arrowleft,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,122,4836195,0.0-119.0,,,,,2183.0,,,fade,/static/object_pics/drawing_sea/shrimp.jpg,10000.0,,,,arrowright,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,123,4844682,0.0-120.0,,,,,4281.0,,,revolve,/static/object_pics/drawing_insect/bumble bee.jpg,10000.0,,,,arrowleft,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,124,4849258,0.0-121.0,,,,,443.0,,,squeeze,/static/object_pics/drawing_fruit/pomegranate.jpg,10000.0,,,,arrowleft,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,125,4854233,0.0-122.0,,,,,518.0,,,pick,/static/object_pics/drawing_bird/pigeon.jpg,10000.0,,,,arrowleft,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,126,4860907,0.0-123.0,,,,,2864.0,,,identify,/static/object_pics/drawing_fruit/strawberry.jpg,10000.0,,,,arrowleft,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,127,4873219,0.0-124.0,,,,,8300.0,,,assemble,/static/object_pics/picture_sea/crab.jpg,10000.0,,,,arrowright,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,128,4878081,0.0-125.0,,,,,888.0,,,spread,/static/object_pics/drawing_sea/killer whale.jpg,10000.0,,,,arrowleft,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,129,4882417,0.0-126.0,,,,,735.0,,,identify,/static/object_pics/drawing_fruit/strawberry.jpg,10000.0,,,,arrowleft,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,130,4887521,0.0-127.0,,,,,902.0,,,assemble,/static/object_pics/picture_sea/crab.jpg,10000.0,,,,arrowleft,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,131,4897211,0.0-128.0,,,,,5290.0,,,spread,/static/object_pics/drawing_sea/killer whale.jpg,10000.0,,,,arrowleft,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,132,4907441,0.0-129.0,,,,,6590.0,,,fade,/static/object_pics/drawing_sea/shrimp.jpg,10000.0,,,,arrowleft,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,133,4911890,0.0-130.0,,,,,845.0,,,pick,/static/object_pics/drawing_bird/pigeon.jpg,10000.0,,,,arrowright,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,134,4916545,0.0-131.0,,,,,507.0,,,swing,/static/object_pics/picture_electronic/phone.jpg,10000.0,,,,arrowright,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,135,4921186,0.0-132.0,,,,,442.0,,,squeeze,/static/object_pics/drawing_fruit/pomegranate.jpg,10000.0,,,,arrowleft,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,136,4932017,0.0-133.0,,,,,6498.0,,,revolve,/static/object_pics/drawing_insect/bumble bee.jpg,10000.0,,,,arrowleft,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,html-keyboard-response,137,4950996,0.0-134.0,,,,,18976.0,"<p>In that last set of trials, you were correct 25% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,html-keyboard-response,138,4952082,0.0-135.0,,,,,1084.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,139,4963148,0.0-136.0,,,,,,,,tear,/static/object_pics/picture_sea/seahorse.jpg,2000.0,7000.0,679.3767619094838,1365.18515858661,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,140,4973813,0.0-137.0,,,,,,,,expand,/static/object_pics/picture_electronic/hairdryer.jpg,2000.0,7000.0,771.2955129764221,873.6906981305646,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,141,4985331,0.0-138.0,,,,,,,,pat,/static/object_pics/drawing_electronic/remote control.jpg,2000.0,7000.0,1122.5302841185578,1369.0703057492392,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,142,4996579,0.0-139.0,,,,,,,,wipe,/static/object_pics/drawing_insect/centipede.jpg,2000.0,7000.0,1080.2688401474697,1142.0143762010402,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,143,5007893,0.0-140.0,,,,,,,,pull,/static/object_pics/picture_sea/seal.jpg,2000.0,7000.0,1455.1531990646376,844.5110362630293,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,144,5018956,0.0-141.0,,,,,,,,flash,/static/object_pics/picture_mammal/kangaroo.jpg,2000.0,7000.0,660.281839659368,1379.101701177523,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,145,5030131,0.0-142.0,,,,,,,,divide,/static/object_pics/drawing_veggie/corn.jpg,2000.0,7000.0,658.5087629802601,1496.9614998562001,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,encoding-trial,146,5040571,0.0-143.0,,,,,,,,build,/static/object_pics/picture_bird/vulture.jpg,2000.0,7000.0,876.8480680113212,544.2580878563439,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,html-keyboard-response,147,5067152,0.0-144.0,,,,,26579.0,"
    <p>Now, you will a series of numbers. <br>
    If the number is even, press the left arrow key. <br>
    If the number is odd, press the right arrow key.<br>
    <br>
    When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,number-parity-trial,148,5087155,0.0-145.0,,,,,,,"['arrowright', 'arrowright', 'arrowright', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowright', 'arrowright', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft', 'arrowright', 'arrowright', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowright', 'arrowright']",,,,,,,,,,,,,,,,"[29, 35, 19, 11, 54, 29, 64, 5, 5, 77, 76, 33, 90, 20, 90, 2, 68, 54, 87, 21, 69, 74, 91, 88, 55, 43, 83]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, True, True, True, True, True, True, True, True]",0.9230769230769231,MEM,MEM_0045,2022-12-08 19:27:12
,html-keyboard-response,149,5088751,0.0-146.0,,,,,1595.0,"<p>In that last set of trials, you were correct 92% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,html-keyboard-response,150,5090111,0.0-147.0,,,,,1359.0,"
    <br>
    As you practiced earlier, you will now see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,151,5094575,0.0-148.0,,,,,659.0,,,build,/static/object_pics/picture_bird/vulture.jpg,10000.0,,,,arrowleft,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,152,5099695,0.0-149.0,,,,,792.0,,,tear,/static/object_pics/picture_sea/seahorse.jpg,10000.0,,,,arrowright,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,153,5103807,0.0-150.0,,,,,371.0,,,pat,/static/object_pics/drawing_electronic/remote control.jpg,10000.0,,,,arrowdown,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,154,5108199,0.0-151.0,,,,,68.0,,,expand,/static/object_pics/picture_electronic/hairdryer.jpg,10000.0,,,,arrowdown,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,155,5113183,0.0-152.0,,,,,682.0,,,divide,/static/object_pics/drawing_veggie/corn.jpg,10000.0,,,,arrowdown,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
,retrieval-trial,156,5123727,0.0-153.0,,,,,6475.0,,,wipe,/static/object_pics/drawing_insect/centipede.jpg,10000.0,,,,arrowleft,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0045,2022-12-08 19:27:12
